view,k,query_count,pass_count,pass_at_k,avg_first_hit_rank,missing_gold_query_count
description,1,133,62,0.46616541353383456,1.0,0
description,3,133,123,0.924812030075188,1.7317073170731707,0
merged,1,133,51,0.38345864661654133,1.0,0
merged,3,133,119,0.8947368421052632,1.781512605042017,0
title_description,1,133,44,0.3308270676691729,1.0,0
title_description,3,133,124,0.9323308270676691,1.8951612903225807,0
